"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
38000,580,"14.12.32","Great Temple, central part of black granite [...]","TA.OC.31-32.065","65","0.18","Cairo","","","https://www.flickr.com/photos/25459876@N04/16552786364","angela mcfarlane; Neil Johnson; Denis Antoine"
38000,966,"TA.31.32","Great Temple, Central, part of black granite, offering ","TA.OC.31-32.065","65","0.18","Cairo","","Some words of the Title are unclear. The drawing looks as if it has been inked over.","https://www.flickr.com/photos/25459876@N04/16552786364","angela mcfarlane; Neil Johnson; Denis Antoine"
38000,967,"14.12.32","Great temple, central part of black granite slab, King Offering","TA.OC.31-32.065","65","0.18","Cairo","","","https://www.flickr.com/photos/25459876@N04/16552786364","angela mcfarlane; Neil Johnson; Denis Antoine"
38000,,"14.12.32","Great Temple,central part of black granite slab, King offering","TA.OC.31-32.065","TA.31.32.65","0.18","Cairo","","","https://www.flickr.com/photos/25459876@N04/16552786364","angela mcfarlane; Neil Johnson; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
38001,580,"U.33.1","Frag. faience goat rampant","TA.OC.31-32.209","209","0.14","Wellcome","Nov. 15[;]Full scale","","https://www.flickr.com/photos/25459876@N04/16987685110","angela mcfarlane; Denis Antoine"
38001,966,"TA31.32","Fragment Faience Goat Rampant","TA.OC.31-32.209","209","0.14","Wellcome","Full Scale U 33 1","","https://www.flickr.com/photos/25459876@N04/16987685110","angela mcfarlane; Denis Antoine"
38001,,"U.33.1","Frag. faience goat rampant","TA.OC.31-32.209","209","0.14","","Nov.15","no distribution named on image","https://www.flickr.com/photos/25459876@N04/16987685110","angela mcfarlane; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
38002,580,"U.25.15","Frag. of seated animal","TA.OC.31-32.210","210","","","Nov. 15[;]Full scale","","https://www.flickr.com/photos/25459876@N04/16987450728","angela mcfarlane; Susan Magyarody; Denis Antoine"
38002,658,"U.25.15","Frag. of seated animal.","TA.OC.31-32.210","210","","","","","https://www.flickr.com/photos/25459876@N04/16987450728","angela mcfarlane; Susan Magyarody; Denis Antoine"
38002,966,"TA31.32","Fragment of seated animal","TA.OC.31-32.210","210 U25.15","","","Full Scale","","https://www.flickr.com/photos/25459876@N04/16987450728","angela mcfarlane; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
38003,580,"Q.41.14","Miniature pot","TA.OC.31-32.211","211","","","Nov. 15[;]Full size detail","","https://www.flickr.com/photos/25459876@N04/17174602951","angela mcfarlane; Susan Magyarody; Denis Antoine"
38003,658,"Q.41.14","Miniature pot.","TA.OC.31-32.211","211","","","","","https://www.flickr.com/photos/25459876@N04/17174602951","angela mcfarlane; Susan Magyarody; Denis Antoine"
